Zone/Quadrant,Neighbourhood,Airport access,Healthcare access,Closest major area,University access,Downtown access,Car dependency level,Newcomers support access,Crime rate category,Primary demographic,Affordability,Walkability,Transit access,Safety perception,Nightlife/social,Family friendly,Parks/green space,Diversity level,Religious/cultural access,Church access,Mosque access,Temple/Gurdwara access,Cultural grocery access,Elementary schools count,Middle/Jr high schools count,High schools count,Community vibe,Best for,Avg 1BR Rent,Average Mortgage Payment,Avg Home Price,Affordability Score,Winter Walkability,Transit Type,Noise Level,Parking Availability,Grocery Store Access,Coffee Shop Density,Fitness & Wellness,Student Friendly,Community Center,Suburban or City-Like,Key Tradeoffs,MVP Score,Recommendation Tier,Affordability Band,Main Risk Category,Primary Matching Drivers,Data Confidence,Urban Form,Needs Validation,Density,Lifestyle identity
NW,Sage Hill,0.5,0.5,Kensington / SAIT / NW Calgary,0.5,0.8,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,1,0,"Suburban, family-focused",Families,"$1,800","$3,070","$640,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
NW,Scenic Acres,0.5,0.5,Kensington / SAIT / NW Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,1,1,Established mixed community,Mixed residents,"$1,800","$3,070","$640,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
NW,Sherwood,0.5,0.5,Kensington / SAIT / NW Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,1,1,Established mixed community,Mixed residents,"$1,800","$3,070","$640,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
NW,Silver Springs,0.5,0.5,Kensington / SAIT / NW Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,0,Established mixed community,Mixed residents,"$1,800","$3,070","$640,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
NW,St. Andrews Heights,0.5,0.8,Kensington / SAIT / NW Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,0,0,Established mixed community,Mixed residents,"$1,800","$3,070","$640,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
NW,Tuscany,0.5,0.5,Crowfoot / NW Suburbs,0.5,0.8,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,2,1,1,"Suburban, family-focused",Families,"$1,800","$3,070","$640,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
NW,University District,0.5,0.8,University of Calgary / Market Mall,0.8,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,1,0,Established mixed community,Mixed residents,"$1,800","$3,070","$640,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.8,Yes,Suburban,Balanced but verify fit,80,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,student access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
NW,University Heights,0.5,0.8,University of Calgary / Market Mall,0.8,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,0,1,Established mixed community,Mixed residents,"$1,800","$3,070","$640,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.8,Yes,Suburban,Balanced but verify fit,80,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,student access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
NW,Varsity,0.5,0.8,University of Calgary / Market Mall,0.8,0.8,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,2,2,1,"Suburban, family-focused",Families,"$1,800","$3,070","$640,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
NW,West Hillhurst,0.5,0.5,University of Calgary / Market Mall,0.8,0.8,0.2,0.8,0.2,Young professionals,0.8,0.8,0.5,0.8,0.5,0.8,0.5,0.5,0.8,0.8,0.8,0.8,0.8,1,1,0,"Urban, walkable, social",Young professionals,"$1,680","$2,850","$595,000",5,0.65,Bus-focused,0.5,0.5,0.8,0.8,0.8,0.8,Yes,Balanced,Balanced but verify fit,94,Tier 1 - Strong fit,Lower-cost / value-oriented,Limited major risk in starter model,"walkability, cultural access, family fit, student access",Starter estimate - verify with official sources,Inner-city / walkable,Yes,Medium-High,"Urban, walkable, social / Balanced"
NE,Abbeydale,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,1,0,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Airport,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Applewood Park,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,3,2,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Bridgeland/Riverside,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.2,0.8,0.2,Young professionals,0.8,0.8,0.5,0.8,0.5,0.8,0.5,0.5,0.8,0.8,0.8,0.8,0.8,2,1,1,"Urban, walkable, social",Young professionals,"$1,480","$2,180","$455,000",5,0.65,CTrain & Bus,0.65,0.5,0.8,0.8,0.8,0.5,Yes,Balanced,Higher noise,93,Tier 1 - Strong fit,Lower-cost / value-oriented,Noise / congestion,"walkability, cultural access, family fit",Starter estimate - verify with official sources,Inner-city / walkable,Yes,Medium-High,"Urban, walkable, social / Balanced"
NE,Castleridge,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,1,0,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Cityscape,0.8,0.5,Airport / Saddletowne / Stoney NE,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,3,0,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Diverse, family-oriented / Suburban"
NE,Coral Springs,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.8,1,1,1,1,1,0.8,3,0,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.8,0.5,Yes,Suburban,Higher noise,84,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,"green space, cultural access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Cornerstone,0.8,0.5,Airport / Saddletowne / Stoney NE,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.8,1,1,1,1,1,0.8,2,2,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.8,0.5,Yes,Suburban,Higher noise,84,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,"green space, cultural access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Diverse, family-oriented / Suburban"
NE,Coventry Hills,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,3,1,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Falconridge,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,2,1,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Franklin,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Harvest Hills,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,2,1,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Horizon,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Marlborough,0.8,0.8,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,2,1,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,CTrain & Bus,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Marlborough Park,0.8,0.8,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,1,1,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,CTrain & Bus,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Martindale,0.8,0.5,Airport / Saddletowne / Stoney NE,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.8,1,1,1,1,1,0.8,1,0,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,CTrain & Bus,0.8,0.8,0.8,0.8,0.8,0.5,Yes,Suburban,Higher noise,84,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,"green space, cultural access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Mayland Heights,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,3,2,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,McCall,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Meridian,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Monterey Park,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,3,2,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Pegasus,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Pineridge,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,1,2,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Redstone,0.8,0.5,Airport / Saddletowne / Stoney NE,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.8,1,1,1,1,1,0.8,3,2,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.8,0.5,Yes,Suburban,Higher noise,84,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,"green space, cultural access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Diverse, family-oriented / Suburban"
NE,Renfrew,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,3,1,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Rundle,0.8,0.8,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,1,2,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,CTrain & Bus,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Saddle Ridge,0.8,0.5,Airport / Saddletowne / Stoney NE,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.8,1,1,1,1,1,0.8,1,0,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,CTrain & Bus,0.8,0.8,0.8,0.8,0.8,0.5,Yes,Suburban,Higher noise,84,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,"green space, cultural access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Saddle Ridge Industrial,0.8,0.5,Airport / Saddletowne / Stoney NE,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,CTrain & Bus,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Skyview Ranch,0.8,0.5,Airport / Saddletowne / Stoney NE,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.8,1,1,1,1,1,0.8,1,2,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.8,0.5,Yes,Suburban,Higher noise,84,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,"green space, cultural access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Diverse, family-oriented / Suburban"
NE,Stoney 1,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Stoney 2,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Stoney 3,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Stoney 4,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Stoney 5,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Sunridge,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.2,0.8,0.8,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,720","$2,730","$570,000",1,0.2,Primarily car-based,0.65,0.8,0.8,0.2,0.5,0.5,Yes,Suburban,Less affordable; car dependent; higher noise,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
NE,Taradale,0.8,0.5,Airport / Saddletowne / Stoney NE,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.8,1,1,1,1,1,0.8,2,2,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.8,0.5,Yes,Suburban,Higher noise,84,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,"green space, cultural access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Temple,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,1,1,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
